footprint,nstories,buildingheight,eraBuilt,garageExists
"POLYGON ((37.3823431 37.087545, 37.3823542 37.0874896, 37.3824943 37.0875075, 37.3824913 37.0875221, 37.382575 37.0875327, 37.3825625 37.0875953, 37.3824773 37.0875845, 37.3824817 37.0875627, 37.3823431 37.087545))",,,N/A,
"POLYGON ((37.1737666 37.1163558, 37.1737664 37.1163204, 37.1737214 37.1163206, 37.1737217 37.116356, 37.1737666 37.1163558))",,,N/A,
"POLYGON ((37.4092772 37.0736259, 37.4091734 37.0736708, 37.4092176 37.073736, 37.4092668 37.0738084, 37.4092722 37.0738163, 37.409376 37.0737714, 37.4092772 37.0736259))",,,N/A,
"POLYGON ((37.4156748 37.0447061, 37.4157048 37.0447487, 37.4157786 37.0447156, 37.4157676 37.0446999, 37.4157485 37.044673, 37.4156748 37.0447061))",2,32.0,Pre-1970,True
"POLYGON ((37.368155 37.0917426, 37.3681004 37.0916594, 37.368042 37.0916838, 37.3680648 37.0917187, 37.3680788 37.0917128, 37.3681024 37.0917488, 37.3681105 37.0917612, 37.3681378 37.0917498, 37.368155 37.0917426))",2,46.1,Pre-1970,False
"POLYGON ((37.4151097 37.0488643, 37.4150518 37.0488871, 37.4150147 37.0488268, 37.4150398 37.0488169, 37.4150331 37.048806, 37.4149985 37.0488196, 37.4150423 37.0488907, 37.4150083 37.0489041, 37.4149937 37.0488805, 37.414982 37.0488851, 37.4149354 37.0488093, 37.4150485 37.0487649, 37.4151097 37.0488643))",,,N/A,
"POLYGON ((36.670159 37.1289074, 36.6703182 37.1288533, 36.6702894 37.128813, 36.6701156 37.1288621, 36.670159 37.1289074))",,,N/A,
"POLYGON ((37.3668254 37.0504739, 37.3668724 37.0504745, 37.3668892 37.0504747, 37.3668906 37.0504033, 37.3668739 37.0504031, 37.3668139 37.0504025, 37.366813 37.050449, 37.3668209 37.050449, 37.3668208 37.0504739, 37.3668254 37.0504739))",3,42.4,Pre-1970,False
"POLYGON ((37.3688583 37.0803591, 37.3689471 37.08036, 37.3689479 37.0803109, 37.3688592 37.08031, 37.3688583 37.0803591))",2,37.4,Pre-1970,True
"POLYGON ((37.3509324 37.0455191, 37.3509358 37.0455057, 37.3508116 37.0454856, 37.3507823 37.045601, 37.3508089 37.0456053, 37.3509065 37.0456211, 37.3509324 37.0455191))",,,N/A,
"POLYGON ((37.5125485 37.2553988, 37.512549 37.2554261, 37.5125953 37.2554256, 37.5125948 37.2553983, 37.5125485 37.2553988))",,,N/A,
"POLYGON ((36.9588143 37.2595762, 36.9588842 37.2595949, 36.9589204 37.2595094, 36.958983 37.2595261, 36.9589274 37.2596577, 36.9587949 37.2596222, 36.9588143 37.2595762))",,,N/A,
"POLYGON ((37.4151534 37.0524097, 37.4150614 37.0524476, 37.4150127 37.0523725, 37.4151047 37.0523345, 37.4151534 37.0524097))",4,81.5,Pre-1970,False
"POLYGON ((37.3408262 37.1902751, 37.3408299 37.1893392, 37.3422554 37.1893428, 37.3422517 37.1902787, 37.3408262 37.1902751))",,,N/A,
"POLYGON ((37.390231 37.0433801, 37.3902901 37.0433554, 37.390229 37.0432628, 37.39017 37.0432876, 37.390231 37.0433801))",1,16.3,Pre-1970,True
"POLYGON ((37.4082132 37.0727466, 37.4082418 37.0727457, 37.4082407 37.072722, 37.4082121 37.0727228, 37.4082132 37.0727466))",1,25.5,Pre-1970,False
"POLYGON ((36.7147709 37.1669343, 36.7148983 37.1670179, 36.7150057 37.166914, 36.7148783 37.1668304, 36.7147709 37.1669343))",,,N/A,
"POLYGON ((37.3984615 37.0522729, 37.398479 37.0522581, 37.3984691 37.0522506, 37.3984516 37.0522654, 37.3984615 37.0522729))",1,15.9,1980-1989,True
"POLYGON ((37.3804557 36.9567014, 37.380784 36.9568028, 37.380953 36.9564535, 37.3806247 36.9563521, 37.3804557 36.9567014))",2,37.8,1980-1989,False
"POLYGON ((37.299681 37.1391872, 37.2997733 37.1391838, 37.2997766 37.1392415, 37.2996844 37.1392449, 37.299681 37.1391872))",2,38.3,Pre-1970,False
"POLYGON ((37.3638361 37.086888, 37.3636738 37.0869566, 37.3635899 37.0868302, 37.3637522 37.0867617, 37.3637979 37.0868304, 37.3638361 37.086888))",2,41.4,Pre-1970,False
"POLYGON ((36.6308204 36.9039775, 36.6306596 36.9039731, 36.6306625 36.9039046, 36.6308233 36.9039089, 36.6308204 36.9039775))",,,N/A,
"POLYGON ((37.3581323 37.0449926, 37.358038 37.0448936, 37.358063 37.0448784, 37.3580299 37.0448436, 37.3579623 37.0448845, 37.3580498 37.0449765, 37.3580897 37.0450184, 37.3581323 37.0449926))",,,N/A,
"POLYGON ((37.3770362 36.9862269, 37.3770639 36.9862358, 37.3770808 36.9862018, 37.3770532 36.986193, 37.3770362 36.9862269))",1,26.7,Pre-1970,False
"POLYGON ((37.3691001 37.0905081, 37.369137 37.0905497, 37.3691818 37.0905245, 37.3691636 37.0905038, 37.369145 37.0904828, 37.3691157 37.0904993, 37.3691001 37.0905081))",3,45.1,Pre-1970,True
"POLYGON ((37.9580079 36.9866029, 37.9580063 36.9866307, 37.9580984 36.9866341, 37.958094 36.986711, 37.9579323 36.9867051, 37.9579308 36.9867307, 37.9578502 36.9867278, 37.9578577 36.9865974, 37.9580079 36.9866029))",,,N/A,
"POLYGON ((37.3799085 37.0972814, 37.3797422 37.0972049, 37.3798005 37.0971242, 37.3799668 37.0972007, 37.3799085 37.0972814))",1,18.2,Pre-1970,False
"POLYGON ((36.5774573 36.9243292, 36.5773898 36.924363, 36.5773367 36.9242951, 36.5773649 36.9242811, 36.5773775 36.9242972, 36.5774168 36.9242775, 36.5774573 36.9243292))",,,N/A,
"POLYGON ((37.3776763 37.0904839, 37.377679 37.0904171, 37.3777359 37.0904185, 37.3777333 37.0904853, 37.3776763 37.0904839))",2,30.4,Pre-1970,False
"POLYGON ((37.373043 37.0821029, 37.373043 37.0820535, 37.3730558 37.0820535, 37.3730558 37.0821029, 37.373043 37.0821029))",,,N/A,
"POLYGON ((36.7796946 37.0847259, 36.7796965 37.0846706, 36.7797519 37.0846718, 36.7797499 37.0847272, 36.7796946 37.0847259))",,,N/A,
"POLYGON ((36.6251353 37.0018356, 36.6251393 37.0020229, 36.6251259 37.0020231, 36.6251298 37.0022041, 36.6248527 37.002208, 36.6248525 37.0022015, 36.6243816 37.002208, 36.6243794 37.0021074, 36.6242239 37.0021095, 36.6242245 37.0021362, 36.624262 37.0021357, 36.6242633 37.0021968, 36.6241105 37.0021989, 36.6241095 37.0021561, 36.6240254 37.0021573, 36.6240221 37.0020052, 36.6240044 37.0020055, 36.6240004 37.0018213, 36.6241398 37.0018194, 36.6241418 37.0019125, 36.6242008 37.0019116, 36.6241991 37.0018336, 36.6244136 37.0018306, 36.6244156 37.0019205, 36.624488 37.0019195, 36.6244862 37.001836, 36.6247184 37.0018328, 36.6247204 37.0019237, 36.6248421 37.001922, 36.6248403 37.0018397, 36.6251353 37.0018356))",1,22.8,Pre-1970,False
"POLYGON ((37.4334995 37.0790952, 37.433593 37.0790138, 37.4336804 37.0789377, 37.4335957 37.0788757, 37.4334148 37.0790333, 37.4334995 37.0790952))",1,18.4,Pre-1970,True
"POLYGON ((37.420458 37.0621116, 37.4204934 37.0621445, 37.4206196 37.0620629, 37.4206328 37.0620538, 37.4205974 37.062021, 37.42056 37.0620456, 37.420458 37.0621116))",2,51.9,Pre-1970,False
"POLYGON ((37.4449803 37.0841802, 37.445063 37.0841778, 37.4450549 37.0840002, 37.4449722 37.0840026, 37.4449803 37.0841802))",1,23.0,Pre-1970,False
"POLYGON ((37.9342473 37.444912, 37.9341273 37.444917, 37.9341226 37.4448457, 37.9342426 37.4448407, 37.9342473 37.444912))",,,N/A,
"POLYGON ((37.3809446 37.0512219, 37.3809714 37.0510732, 37.3809283 37.0510682, 37.380886 37.0510634, 37.3808593 37.0512121, 37.3809446 37.0512219))",2,51.6,Pre-1970,False
"POLYGON ((37.3973105 37.173318, 37.3974656 37.1733602, 37.3975405 37.1733805, 37.397565 37.1733234, 37.3975003 37.1733058, 37.3975267 37.1732441, 37.3973613 37.1731991, 37.3973105 37.173318))",2,47.5,Pre-1970,False
"POLYGON ((37.377435 37.0512406, 37.3774716 37.0512537, 37.3774951 37.0512119, 37.3774585 37.0511988, 37.377435 37.0512406))",1,19.4,Pre-1970,False
"POLYGON ((37.8360006 37.3186939, 37.8360863 37.3186916, 37.8360896 37.3187705, 37.8360039 37.3187728, 37.8360006 37.3186939))",,,N/A,
"POLYGON ((36.6407534 37.0226016, 36.6407314 37.0227107, 36.6408654 37.022728, 36.6408874 37.0226189, 36.6407534 37.0226016))",1,26.7,Pre-1970,False
"POLYGON ((37.4103128 37.0434235, 37.4103908 37.0433235, 37.4104504 37.0433531, 37.4104247 37.043386, 37.4104886 37.0434177, 37.4104579 37.0434571, 37.4104248 37.0434406, 37.4104032 37.0434684, 37.4103128 37.0434235))",3,62.9,Pre-1970,False
"POLYGON ((37.4536726 37.080784, 37.4535593 37.0805528, 37.4534826 37.0805767, 37.4535065 37.0806255, 37.4535173 37.0806221, 37.4535328 37.0806539, 37.4535592 37.0806456, 37.4536167 37.0807629, 37.4535879 37.0807719, 37.453575 37.0807456, 37.4535662 37.0807484, 37.4535884 37.0807936, 37.453617 37.0807847, 37.4536781 37.0809092, 37.4536371 37.080922, 37.4536172 37.0808815, 37.4534978 37.0809188, 37.4534898 37.0809026, 37.4533675 37.0809407, 37.4533412 37.0808871, 37.452825 37.0810482, 37.4528617 37.0811232, 37.4527326 37.0811635, 37.452546 37.080783, 37.45268 37.0807411, 37.4527234 37.0808296, 37.4533571 37.0806319, 37.4533146 37.0805453, 37.453661 37.0804372, 37.4537104 37.080538, 37.4541993 37.0803855, 37.4541331 37.0802505, 37.4541597 37.0802422, 37.454175 37.0802733, 37.4542112 37.080262, 37.4541959 37.0802309, 37.4542304 37.0802201, 37.4542499 37.0802598, 37.4542983 37.0802447, 37.4544803 37.080616, 37.4543257 37.0806642, 37.4542899 37.0805913, 37.4536726 37.080784))",,,N/A,
"POLYGON ((37.5939987 37.3345558, 37.5940009 37.3344955, 37.5940355 37.3344963, 37.5940333 37.3345566, 37.5939987 37.3345558))",,,N/A,
"POLYGON ((37.336995 37.0581985, 37.3370041 37.0580602, 37.3370061 37.0580302, 37.337123 37.0580351, 37.337112 37.0582034, 37.336995 37.0581985))",2,58.4,1980-1989,False
"POLYGON ((37.3975816 36.9450226, 37.3976463 36.9450474, 37.3976933 36.9449692, 37.3976286 36.9449444, 37.3975816 36.9450226))",,,N/A,
"POLYGON ((37.8347484 37.3201707, 37.8349836 37.3201892, 37.8349745 37.3202623, 37.8347393 37.3202437, 37.8347484 37.3201707))",,,N/A,
"POLYGON ((37.4091509 37.0398176, 37.4092334 37.0398277, 37.4092443 37.0397709, 37.4092207 37.039768, 37.4092292 37.0397238, 37.4091703 37.0397166, 37.4091509 37.0398176))",2,40.9,Pre-1970,True
"POLYGON ((37.3846614 37.0990008, 37.3847339 37.099026, 37.3847955 37.0989131, 37.3847231 37.0988879, 37.3846614 37.0990008))",2,31.3,Pre-1970,True
"POLYGON ((37.4119451 37.0696398, 37.4119483 37.0696288, 37.4119116 37.0696221, 37.4119204 37.0695915, 37.4118876 37.0695855, 37.4118825 37.0696031, 37.4118788 37.0696161, 37.4118483 37.0696105, 37.4118389 37.0696432, 37.4119389 37.0696615, 37.4119451 37.0696398))",2,42.0,Pre-1970,False
"POLYGON ((37.9546067 37.4512902, 37.9547447 37.4512819, 37.9547373 37.4512038, 37.9546437 37.4512094, 37.9546417 37.4511885, 37.9545973 37.4511911, 37.9546067 37.4512902))",,,N/A,
"POLYGON ((37.4064205 37.0419404, 37.4065209 37.0419549, 37.4065505 37.0417939, 37.4064471 37.0417875, 37.4064205 37.0419404))",3,56.7,Pre-1970,True
"POLYGON ((36.8642878 37.0547364, 36.8643594 37.0547424, 36.8643478 37.0548313, 36.8642762 37.0548254, 36.8642878 37.0547364))",,,N/A,
"POLYGON ((37.4030066 37.0408422, 37.4030055 37.0407646, 37.4031218 37.0407635, 37.4031229 37.0408411, 37.4030066 37.0408422))",2,34.3,1990-1999,True
"POLYGON ((37.4053598 37.0481522, 37.4053154 37.0481051, 37.40525 37.0481444, 37.4052944 37.0481914, 37.4053598 37.0481522))",2,48.4,Pre-1970,False
"POLYGON ((37.5676228 37.3192476, 37.5676264 37.3192118, 37.5676829 37.3192154, 37.5676793 37.3192512, 37.5676228 37.3192476))",1,16.0,Pre-1970,True
"POLYGON ((37.6260233 36.7308539, 37.6259913 36.7308974, 37.6258373 36.7308247, 37.6257933 36.7308846, 37.6257578 36.7308678, 37.6258339 36.7307644, 37.6260233 36.7308539))",,,N/A,
"POLYGON ((37.0776691 37.0490175, 37.0777128 37.0488993, 37.0779077 37.0489451, 37.0778641 37.0490633, 37.0776691 37.0490175))",,,N/A,
"POLYGON ((37.4841446 36.880732, 37.4845067 36.8809186, 37.485341 36.879883, 37.4849789 36.8796964, 37.4841446 36.880732))",,,N/A,
"POLYGON ((36.7595027 36.9343451, 36.7596265 36.9343216, 36.7595988 36.9342285, 36.7594751 36.934252, 36.7595027 36.9343451))",,,N/A,
"POLYGON ((37.6341464 36.8810553, 37.634236 36.8811986, 37.6341415 36.8812364, 37.6341201 36.881202, 37.6340526 36.881229, 37.6339845 36.8811199, 37.6341464 36.8810553))",,,N/A,
"POLYGON ((37.3863783 37.0921447, 37.3864746 37.0921332, 37.3864599 37.0920547, 37.3863636 37.0920662, 37.3863783 37.0921447))",3,52.8,Pre-1970,True
"POLYGON ((37.4012397 37.090818, 37.4012444 37.0908431, 37.4011919 37.0908493, 37.4011962 37.0908723, 37.4011191 37.0908815, 37.4011004 37.090781, 37.4013418 37.0907523, 37.4013516 37.0908047, 37.4012397 37.090818))",,,N/A,
"POLYGON ((37.4683999 37.235615, 37.468542 37.2356126, 37.4685459 37.235761, 37.4684038 37.2357634, 37.4683999 37.235615))",,,N/A,
"POLYGON ((37.3568553 37.0366161, 37.3566976 37.0366419, 37.3566788 37.0365685, 37.3568645 37.0365381, 37.3568774 37.0365884, 37.3568493 37.036593, 37.3568553 37.0366161))",,,N/A,
"POLYGON ((37.3541225 37.0368386, 37.3540376 37.0368714, 37.3540122 37.0368296, 37.3539853 37.0367855, 37.3539474 37.0367231, 37.3538991 37.0367419, 37.3538899 37.0367268, 37.3538762 37.0367043, 37.3539618 37.0366711, 37.3540007 37.0367352, 37.3540484 37.0367167, 37.3541225 37.0368386))",,,N/A,
"POLYGON ((38.0261607 36.8753425, 38.0262268 36.8753119, 38.0261771 36.8752434, 38.0261111 36.875274, 38.0261607 36.8753425))",,,N/A,
"POLYGON ((37.3818853 37.0545328, 37.3819355 37.0544527, 37.3818175 37.0544056, 37.3817673 37.0544857, 37.3818853 37.0545328))",2,35.9,Pre-1970,False
"POLYGON ((37.8361356 36.946545, 37.8360262 36.9465331, 37.8360516 36.9463837, 37.8362953 36.9464101, 37.8362769 36.9465188, 37.8361425 36.9465042, 37.8361356 36.946545))",,,N/A,
"POLYGON ((37.3050098 37.0996017, 37.3051592 37.0996414, 37.3052277 37.0994776, 37.3050783 37.0994379, 37.3050098 37.0996017))",2,40.1,Pre-1970,False
"POLYGON ((37.358862 37.0535475, 37.3587718 37.0535429, 37.3587754 37.0534986, 37.3588104 37.0535004, 37.3588113 37.0534895, 37.3587926 37.0534885, 37.3587921 37.0534949, 37.3587556 37.053493, 37.3587591 37.0534494, 37.3588695 37.0534551, 37.358862 37.0535475))",1,20.6,Pre-1970,True
"POLYGON ((37.3459342 37.0492599, 37.345785 37.0492392, 37.3458086 37.0491308, 37.3459578 37.0491515, 37.3459342 37.0492599))",,,N/A,
"POLYGON ((37.8147711 37.0827451, 37.8149573 37.0827344, 37.8149518 37.0826731, 37.8148986 37.0826762, 37.8148967 37.082656, 37.8147637 37.0826637, 37.8147711 37.0827451))",,,N/A,
"POLYGON ((37.7362151 37.4062022, 37.7362283 37.4063034, 37.7361684 37.4063083, 37.7361552 37.4062071, 37.7362151 37.4062022))",,,N/A,
"POLYGON ((37.2500525 37.3027546, 37.2501132 37.3027405, 37.2501118 37.3027366, 37.2502353 37.3027079, 37.2502577 37.3027688, 37.2500735 37.3028116, 37.2500525 37.3027546))",,,N/A,
"POLYGON ((37.9237744 36.9166227, 37.9238161 36.916622, 37.923817 36.9166555, 37.9239254 36.9166536, 37.9239273 36.9167265, 37.9237772 36.916729, 37.9237744 36.9166227))",,,N/A,
"POLYGON ((37.4126852 36.9327739, 37.4127898 36.9327932, 37.4128037 36.9327449, 37.4126991 36.9327256, 37.4126852 36.9327739))",1,19.1,Pre-1970,False
"POLYGON ((37.410464 37.0440878, 37.41047 37.0440432, 37.4105472 37.04405, 37.4105411 37.0440945, 37.410464 37.0440878))",1,15.5,Pre-1970,False
"POLYGON ((37.3429478 37.0452411, 37.3430242 37.045242, 37.3430564 37.0452423, 37.3430606 37.0452424, 37.3430621 37.0451588, 37.3430273 37.0451584, 37.3430276 37.0451427, 37.3429495 37.0451418, 37.3429478 37.0452411))",2,32.7,Pre-1970,True
"POLYGON ((37.2509744 37.3015912, 37.2510777 37.3014829, 37.2511764 37.3015424, 37.2510731 37.3016508, 37.2509744 37.3015912))",,,N/A,
"POLYGON ((37.3983963 37.0655452, 37.3983506 37.0652835, 37.3987243 37.0652846, 37.3987747 37.0652674, 37.3988544 37.0653923, 37.3985 37.0655847, 37.3984947 37.0655361, 37.3983963 37.0655452))",1,21.9,Pre-1970,False
"POLYGON ((37.2871041 37.1373822, 37.287068 37.137309, 37.2868534 37.1373763, 37.2868896 37.1374495, 37.2871041 37.1373822))",,,N/A,
"POLYGON ((37.3573296 37.0465806, 37.3572347 37.0465908, 37.3572241 37.0465277, 37.3573189 37.0465175, 37.3573296 37.0465806))",1,15.0,Pre-1970,True
"POLYGON ((36.9264701 37.1711004, 36.9265737 37.1711349, 36.9264731 37.1713266, 36.9263694 37.171292, 36.9264701 37.1711004))",,,N/A,
"POLYGON ((37.3956238 37.0579478, 37.3956109 37.0578365, 37.3953105 37.057869, 37.3953362 37.0579786, 37.3956238 37.0579478))",1,18.1,Pre-1970,False
"POLYGON ((37.1251344 37.1355324, 37.1251609 37.1354165, 37.1251635 37.1354169, 37.1251796 37.1353465, 37.1252678 37.1353594, 37.1252546 37.1354173, 37.1253376 37.1354294, 37.1253173 37.1355184, 37.1252202 37.1355043, 37.1252112 37.1355436, 37.1251344 37.1355324))",,,N/A,
"POLYGON ((37.3822664 37.0433385, 37.3821898 37.0433401, 37.3821909 37.0433727, 37.3822675 37.0433711, 37.3822664 37.0433385))",2,41.0,Pre-1970,True
"POLYGON ((36.6153675 37.0621976, 36.6153923 37.0620674, 36.6154937 37.0620798, 36.6154689 37.06221, 36.6153675 37.0621976))",,,N/A,
"POLYGON ((37.0228412 37.2406918, 37.0227915 37.2406773, 37.0227785 37.2407055, 37.0226887 37.2406793, 37.022752 37.2405419, 37.0227875 37.2405523, 37.0227762 37.2405767, 37.0228505 37.2405984, 37.0228479 37.2406041, 37.0228776 37.2406127, 37.0228412 37.2406918))",,,N/A,
"POLYGON ((37.2427315 36.9177004, 37.243015 36.9177248, 37.243037 36.9175613, 37.2427535 36.9175369, 37.2427315 36.9177004))",,,N/A,
"POLYGON ((37.5946179 37.1087793, 37.5947843 37.1087958, 37.5947628 37.1089341, 37.5945964 37.1089176, 37.5946179 37.1087793))",,,N/A,
"POLYGON ((37.5794659 37.0293335, 37.579469 37.0292629, 37.579686 37.0292691, 37.5796846 37.0293012, 37.579698 37.0293016, 37.5797018 37.029216, 37.5797688 37.0292179, 37.5797632 37.029342, 37.5794659 37.0293335))",1,31.8,Pre-1970,False
"POLYGON ((37.7720086 37.2161509, 37.7721602 37.2161509, 37.7721602 37.2160687, 37.7720086 37.2160687, 37.7720086 37.2161509))",,,N/A,
"POLYGON ((37.3464473 37.0539831, 37.3463866 37.0539811, 37.346385 37.0540126, 37.3464348 37.0540142, 37.3464458 37.0540146, 37.3464473 37.0539831))",3,112.3,Pre-1970,True
"POLYGON ((37.3452655 37.0436134, 37.3453704 37.0436665, 37.3453975 37.0436324, 37.3454282 37.0435937, 37.3454149 37.043587, 37.3454094 37.0435842, 37.3453233 37.0435406, 37.3452655 37.0436134))",2,39.5,Pre-1970,False
"POLYGON ((37.4984565 36.9803478, 37.498495 36.9803477, 37.4984951 36.9803639, 37.4985404 36.9803638, 37.4985403 36.980318, 37.4985145 36.9803181, 37.4985145 36.9803135, 37.4985038 36.9803135, 37.4985038 36.9803068, 37.4984638 36.9803068, 37.4984639 36.9803285, 37.4984565 36.9803285, 37.4984565 36.9803478))",2,43.9,Pre-1970,True
"POLYGON ((37.4231381 37.0881324, 37.4232863 37.0879705, 37.4234414 37.0880608, 37.4232932 37.0882227, 37.4231381 37.0881324))",3,67.7,Pre-1970,False
"POLYGON ((37.4326047 37.050506, 37.432679 37.0504375, 37.432563 37.0503572, 37.4324886 37.0504257, 37.4326047 37.050506))",3,53.6,Pre-1970,True
"POLYGON ((37.3458517 37.0539463, 37.3457194 37.0539427, 37.3457231 37.0538563, 37.3458554 37.0538599, 37.3458517 37.0539463))",2,30.5,1980-1989,True
"POLYGON ((37.8500401 36.7804798, 37.8501563 36.7805043, 37.8501801 36.7804317, 37.850064 36.7804072, 37.8500401 36.7804798))",,,N/A,
"POLYGON ((36.712336 37.1672949, 36.7123969 37.1673405, 36.7124599 37.1672872, 36.7123989 37.1672415, 36.712336 37.1672949))",,,N/A,
"POLYGON ((37.3819095 37.043902, 37.3819144 37.0439666, 37.382025 37.0439613, 37.3820201 37.0438966, 37.3819095 37.043902))",1,25.0,Pre-1970,True
"POLYGON ((37.9039854 36.869075, 37.90395 36.869189, 37.9038844 36.8691759, 37.9039198 36.869062, 37.9039854 36.869075))",,,N/A,
"POLYGON ((37.3176376 37.0572208, 37.3176844 37.0570786, 37.3178686 37.0571172, 37.3178219 37.0572594, 37.3176376 37.0572208))",1,19.7,1970-1979,False
"POLYGON ((37.7798918 37.0137213, 37.7800228 37.0137199, 37.7800932 37.0137191, 37.7800916 37.0135496, 37.7800137 37.0135506, 37.7800166 37.0136324, 37.7798903 37.0136337, 37.7798918 37.0137213))",3,76.9,Pre-1970,False
"POLYGON ((37.4496792 36.8875322, 37.4494144 36.8875856, 37.4493957 36.8875262, 37.4495899 36.8874871, 37.4495679 36.8874173, 37.4496385 36.8874031, 37.4496792 36.8875322))",,,N/A,
"POLYGON ((37.3964103 37.0879339, 37.3954903 37.0879205, 37.3954791 37.0880324, 37.3953557 37.0882248, 37.3953837 37.0884754, 37.3956308 37.0884695, 37.395642 37.0887079, 37.3954959 37.088682, 37.3953108 37.0892943, 37.3951818 37.0897463, 37.3951033 37.0897329, 37.3951818 37.0893883, 37.3946601 37.0892943, 37.3946376 37.0893525, 37.3945311 37.0893391, 37.3944918 37.0894554, 37.3946208 37.0894823, 37.3945591 37.0896389, 37.3943515 37.0896031, 37.3940093 37.0907666, 37.394172 37.0908829, 37.394374 37.0909142, 37.3943459 37.0910485, 37.3945423 37.0910887, 37.3945872 37.0909814, 37.3946993 37.0909903, 37.394632 37.0912364, 37.3945198 37.0912185, 37.3944862 37.0914199, 37.3948676 37.0919345, 37.3951874 37.0918271, 37.3954118 37.0910753, 37.3955296 37.0910798, 37.3957764 37.090158, 37.3958381 37.0901669, 37.3962757 37.0887036, 37.3962981 37.0883859, 37.3963935 37.088189, 37.3964103 37.0879339))",,,N/A,
"POLYGON ((37.3325987 37.0479597, 37.3326681 37.0478987, 37.3327227 37.0479381, 37.3326824 37.0479735, 37.3326533 37.0479992, 37.3325987 37.0479597))",2,31.7,2000-2009,False
"POLYGON ((37.1360909 37.1467581, 37.1362054 37.1467821, 37.1362311 37.1467365, 37.1361539 37.1467034, 37.1361796 37.146635, 37.1361596 37.1466396, 37.136151 37.1466738, 37.1361295 37.146684, 37.1360909 37.1467581))",,,N/A,
"POLYGON ((37.3029993 37.1034735, 37.3030474 37.1034742, 37.3030724 37.1034115, 37.303028 37.1034152, 37.3029993 37.1034735))",1,31.6,Pre-1970,False
"POLYGON ((37.3864629 37.0463841, 37.3864646 37.0464171, 37.386516 37.0464154, 37.3865143 37.0463824, 37.3864629 37.0463841))",2,45.5,Pre-1970,False
"POLYGON ((37.9901544 36.9142083, 37.9901587 36.9141342, 37.9902845 36.9141389, 37.9902801 36.914213, 37.9901544 36.9142083))",,,N/A,
"POLYGON ((37.400456 37.0521929, 37.4005411 37.052107, 37.4004776 37.0520669, 37.4003925 37.0521528, 37.400456 37.0521929))",1,21.3,Pre-1970,True
"POLYGON ((37.9116581 36.9199679, 37.9115364 36.9199307, 37.9115794 36.9198407, 37.9117012 36.9198779, 37.9116581 36.9199679))",,,N/A,
"POLYGON ((37.3873826 37.0677437, 37.3874296 37.067743, 37.3874302 37.0677673, 37.3874369 37.0677672, 37.3874375 37.0677936, 37.3873837 37.0677944, 37.3873826 37.0677437))",1,18.3,2000-2009,True
"POLYGON ((37.9688414 36.9051391, 37.9688712 36.905003, 37.9690551 36.9050288, 37.9690252 36.9051649, 37.9688414 36.9051391))",,,N/A,
"POLYGON ((37.80169 37.0079892, 37.8019974 37.0079392, 37.8019769 37.0078591, 37.8016695 37.0079092, 37.80169 37.0079892))",3,47.1,Pre-1970,False
"POLYGON ((37.331905 36.997246, 37.3319807 36.9972309, 37.3319997 36.9972913, 37.3319239 36.9973065, 37.331905 36.997246))",,,N/A,
"POLYGON ((37.7975778 37.0162579, 37.7977389 37.0163029, 37.7978677 37.0160089, 37.7977118 37.0159656, 37.7976963 37.0159969, 37.7976587 37.016073, 37.7976018 37.0162031, 37.7975907 37.0162284, 37.7975778 37.0162579))",3,64.2,Pre-1970,False
"POLYGON ((37.6183762 37.4683301, 37.6186184 37.4683668, 37.6186087 37.4684071, 37.6185466 37.4683977, 37.6185367 37.4684387, 37.6184694 37.4684286, 37.6184591 37.4684717, 37.6183463 37.4684546, 37.6183762 37.4683301))",,,N/A,
"POLYGON ((37.4046251 37.098251, 37.4046895 37.0982007, 37.4046105 37.0981364, 37.4045462 37.0981867, 37.4046251 37.098251))",,,N/A,
"POLYGON ((36.7787598 37.1050255, 36.7787343 37.1050896, 36.7786404 37.1050659, 36.7786659 37.1050017, 36.7787598 37.1050255))",,,N/A,
"POLYGON ((37.3845161 37.0387455, 37.3845367 37.0387452, 37.384536 37.0387083, 37.3845154 37.0387086, 37.3845161 37.0387455))",2,49.0,Pre-1970,True
"POLYGON ((36.9371582 37.1749333, 36.937177 37.1749327, 36.9371747 37.17489, 36.9372806 37.1748865, 36.9372889 37.1750422, 36.9371642 37.1750464, 36.9371582 37.1749333))",1,20.4,Pre-1970,False
"POLYGON ((37.2625184 37.1920081, 37.2624273 37.1920078, 37.2624272 37.1920151, 37.2622824 37.1920146, 37.2622831 37.19188, 37.2625192 37.1918808, 37.2625184 37.1920081))",,,N/A,
"POLYGON ((37.6605913 36.8765, 37.6607246 36.876477, 37.6607511 36.8765754, 37.6606179 36.8765984, 37.6605913 36.8765))",,,N/A,
"POLYGON ((37.3885772 37.0698863, 37.3885821 37.0700124, 37.3885017 37.0700144, 37.3884968 37.0698882, 37.3885772 37.0698863))",2,52.9,Pre-1970,False
"POLYGON ((37.1938484 37.0567453, 37.1939368 37.056768, 37.1938837 37.0568997, 37.193819 37.0568831, 37.1938408 37.0568289, 37.1938172 37.0568229, 37.1938484 37.0567453))",,,N/A,
"POLYGON ((37.4067442 37.0431527, 37.4068327 37.0431704, 37.4068486 37.0431259, 37.4068088 37.0431146, 37.4067982 37.0431301, 37.4067548 37.0431252, 37.4067442 37.0431527))",2,52.6,Pre-1970,True
