id,Latitude,Longitude,OccupancyClass,StructureType,YearBuilt,NumberOfStories,ReplacementCost
2319,37.073002,37.3269,RES1,C3L,1971,1,2
2320,37.059601,37.307701,RES1,C3L,1971,1,2
2321,37.052601,37.323101,RES1,C3L,1971,1,2
2322,37.0522,37.323002,RES1,C3L,1971,1,2
2323,36.994701,37.384102,IND1,C1,1971,1,2
2324,37.086399,37.447201,RES1,C3L,1971,1,2
2325,37.068298,37.398201,RES1,C3L,1971,1,2
2326,37.0788,37.460899,RES1,C3L,1971,1,2
2327,37.059502,37.3955,RES1,C3L,1971,1,2
2328,37.059101,37.3908,RES1,C3L,1971,1,2
2329,37.161999,38.7724,RES1,C3L,1971,1,2
2330,38.190601,37.199902,RES1,C3L,1971,1,2
2331,36.0928,35.973801,RES1,C3L,1971,1,2
2332,36.092701,35.973301,RES1,C3L,1971,1,2
2333,36.0933,35.974499,RES1,C3L,1971,1,2
2334,37.060001,37.411999,RES1,C3L,1971,1,2
2335,37.064999,37.3946,RES1,C3L,1971,1,2
2336,37.067501,37.411201,RES1,C3L,1971,1,2
2337,36.093601,35.9744,RES1,C3L,1971,1,2
2338,36.093399,35.9739,RES1,C3L,1971,1,2
2339,36.093399,35.974098,RES1,C3L,1971,1,2
2340,36.093102,35.974098,RES1,C3L,1971,1,2
2341,36.093102,35.9743,RES1,C3L,1971,1,2
2342,36.092899,35.973999,RES1,C3L,1971,1,2
2343,36.0924,35.973801,RES1,C3L,1971,1,2
2344,36.0923,35.973598,RES1,C3L,1971,1,2
2345,36.092201,35.973801,RES1,C3L,1971,1,2
2346,36.092201,35.973301,RES1,C3L,1971,1,2
2347,36.091999,35.973202,RES1,C3L,1971,1,2
2348,36.091999,35.9729,RES1,C3L,1971,1,2
2349,36.089802,35.970699,RES1,C3L,1971,1,2
2350,37.065601,37.411301,RES1,C3L,1971,1,2
2351,37.065201,37.411701,RES1,C3L,1971,1,2
2352,37.0695,37.396198,RES1,C3L,1971,1,2
2353,36.0909,35.9706,RES1,C3L,1971,1,2
2354,36.090801,35.9706,RES1,C3L,1971,1,2
2355,37.067799,37.396198,RES1,C3L,1971,1,2
2356,37.067299,37.396198,RES1,C3L,1971,1,2
2357,37.0672,37.3964,RES1,C3L,1971,1,2
2358,37.067902,37.395699,RES1,C3L,1971,1,2
2359,37.096001,37.433601,RES1,C3L,1971,1,2
2360,37.068501,37.397999,RES1,C3L,1971,1,2
2361,36.090698,35.970501,RES1,C3L,1971,1,2
2362,36.089901,35.971901,RES1,C3L,1971,1,2
2363,37.068501,37.4021,RES1,C3L,1971,1,2
2364,36.09,35.971802,RES1,C3L,1971,1,2
2365,36.0895,35.972401,RES1,C3L,1971,1,2
2366,36.089401,35.9725,RES1,C3L,1971,1,2
2367,36.0896,35.972599,RES1,C3L,1971,1,2
2368,37.0504,37.380901,RES1,C3L,1971,1,2
2369,37.048901,37.3811,RES1,C3L,1971,1,2
2370,37.0494,37.373798,RES1,C3L,1971,1,2
2371,37.0495,37.374001,RES1,C3L,1971,1,2
2372,37.048401,37.373299,RES1,C3L,1971,1,2
2373,37.0504,37.375401,RES1,C3L,1971,1,2
2374,37.050201,37.375401,RES1,C3L,1971,1,2
2375,36.154598,36.256802,RES1,C3L,1971,1,2
2376,36.266998,36.571201,RES1,C3L,1971,1,2
2377,36.2668,36.571301,RES1,C3L,1971,1,2
2378,37.080399,37.442501,RES1,C3L,1971,1,2
2379,37.099998,37.424301,RES1,C3L,1971,1,2
2380,36.266399,36.568901,RES1,C3L,1971,1,2
2381,36.0896,35.972801,RES1,C3L,1971,1,2
2382,37.058998,37.378502,RES1,C3L,1971,1,2
2383,36.089298,35.9734,RES1,C3L,1971,1,2
2384,36.089298,35.973701,RES1,C3L,1971,1,2
2385,37.104,37.379601,RES3,C3M,1971,1,2
2386,37.064301,37.3862,RES1,C3L,1971,1,2
2387,37.061901,37.3829,RES1,C3L,1971,1,2
2388,37.101299,37.379101,RES1,C3L,1971,1,2
2389,37.058899,37.381901,RES1,C3L,1971,1,2
2390,37.058601,37.382,RES1,C3L,1971,1,2
2391,37.064201,37.380699,RES1,C3L,1971,1,2
2392,37.0588,37.381199,RES1,C3L,1971,1,2
2393,37.067902,37.380699,RES1,C3L,1971,1,2
2394,36.089699,35.973701,RES1,C3L,1971,1,2
2395,36.0895,35.973099,RES1,C3L,1971,1,2
2396,37.0877,37.386002,RES1,C3L,1971,1,2
2397,37.066399,37.384602,RES1,C3L,1971,1,2
2398,37.0662,37.3848,RES1,C3L,1971,1,2
2399,37.046398,37.421398,RES1,C3L,1971,1,2
2400,37.041698,37.406601,RES1,C3L,1971,1,2
2401,37.039001,37.413898,RES1,C3L,1971,1,2
2402,37.037498,37.415199,RES1,C3L,1971,1,2
2403,37.011902,37.4291,RES1,C3L,1971,1,2
2404,37.008999,37.412201,RES1,C3L,1971,1,2
2405,37.045101,37.413502,RES1,C3L,1971,1,2
2406,37.0443,37.411598,RES1,C3L,1971,1,2
2407,37.079201,37.368999,RES1,C3L,1971,1,2
2408,37.079601,37.3685,RES1,C3L,1971,1,2
2409,37.0793,37.368599,RES1,C3L,1971,1,2
2410,37.079399,37.370098,RES1,C3L,1971,1,2
2411,37.079601,37.369999,RES1,C3L,1971,1,2
2412,37.1619,38.772301,RES1,C3L,1971,1,2
2413,37.161701,38.772099,RES1,C3L,1971,1,2
2414,37.1619,38.772099,RES1,C3L,1971,1,2
2415,37.0462,37.374699,RES1,C3L,1971,1,2
2416,36.9977,37.395302,RES1,C3L,1971,1,2
2417,36.9953,37.393299,RES1,C3L,1971,1,2
2418,37.041901,37.394798,RES1,C3L,1971,1,2
2419,37.017399,37.3139,RES1,C3L,1971,1,2
2420,37.0327,37.318199,RES1,C3L,1971,1,2
2421,37.046501,37.356602,RES1,C3L,1971,1,2
2422,37.046799,37.358601,RES1,C3L,1971,1,2
2423,37.0467,37.358501,RES1,C3L,1971,1,2
2424,37.046799,37.358002,RES1,C3L,1971,1,2
2425,37.040699,37.392899,RES1,C3L,1971,1,2
2426,37.043201,37.342899,RES1,C3L,1971,1,2
2427,36.0895,35.973202,RES1,C3L,1971,1,2
2428,36.089401,35.9739,RES1,C3L,1971,1,2
2429,36.089298,35.9743,RES1,C3L,1971,1,2
2430,37.046902,37.387501,RES1,C3L,1971,1,2
2431,36.0895,35.974098,RES1,C3L,1971,1,2
2432,37.038101,37.396599,RES1,C3L,1971,1,2
2433,37.043301,37.366001,RES1,C3L,1971,1,2
2434,37.039101,37.375599,RES1,C3L,1971,1,2
2435,36.089199,35.974602,RES1,C3L,1971,1,2
2436,36.0905,35.973999,RES1,C3L,1971,1,2
2437,36.090401,35.974098,RES1,C3L,1971,1,2
2438,36.0905,35.973701,RES1,C3L,1971,1,2
2439,36.090698,35.973801,RES1,C3L,1971,1,2
2440,36.090099,35.973301,RES1,C3L,1971,1,2
2441,38.3493,38.306702,RES1,C3L,1971,1,2
2442,38.369598,38.336498,RES1,C3L,1971,1,2
2443,38.369499,38.3363,RES1,C3L,1971,1,2
2444,38.369499,38.336498,RES1,C3L,1971,1,2
2445,38.370098,38.336601,RES1,C3L,1971,1,2
2446,38.370098,38.3368,RES1,C3L,1971,1,2
2447,38.3703,38.336601,RES1,C3L,1971,1,2
2448,38.370399,38.3358,RES1,C3L,1971,1,2
2449,38.370499,38.336102,RES1,C3L,1971,1,2
2450,38.370399,38.335999,RES1,C3L,1971,1,2
2451,37.040199,37.327999,RES1,C3L,1971,1,2
2452,37.046001,37.391701,RES1,C3L,1971,1,2
2453,37.018002,37.3386,RES1,C3L,1971,1,2
2454,37.037601,37.3269,RES1,C3L,1971,1,2
2455,37.030201,37.3167,RES1,C3L,1971,1,2
2456,37.028,37.328499,RES1,C3L,1971,1,2
2457,37.028801,37.324799,RES1,C3L,1971,1,2
2458,37.027901,37.323002,RES1,C3L,1971,1,2
2459,37.079498,37.3671,RES1,C3L,1971,1,2
2460,37.083199,37.361099,RES1,C3L,1971,1,2
2461,37.079399,37.364498,RES1,C3L,1971,1,2
2462,37.078999,37.364799,RES1,C3L,1971,1,2
2463,37.077702,37.362499,RES1,C3L,1971,1,2
2464,37.0783,37.362801,RES1,C3L,1971,1,2
2465,37.078899,37.364601,RES1,C3L,1971,1,2
2466,37.085701,37.360901,RES1,C3L,1971,1,2
2467,37.084599,37.3629,RES1,C3L,1971,1,2
2468,37.065701,37.3866,RES1,C3L,1971,1,2
2469,37.064701,37.380798,RES1,C3L,1971,1,2
2470,37.0592,37.3815,RES1,C3L,1971,1,2
2471,37.065498,37.385399,RES1,C3L,1971,1,2
2472,37.079201,37.382599,RES1,C3L,1971,1,2
2473,37.059399,37.3815,RES1,C3L,1971,1,2
2474,37.061001,37.3815,RES1,C3L,1971,1,2
2475,37.059601,37.3834,RES1,C3L,1971,1,2
2476,37.061298,37.384998,RES1,C3L,1971,1,2
2477,37.098801,37.379101,RES1,C3L,1971,1,2
2478,37.080799,37.385899,RES1,C3L,1971,1,2
2479,38.370602,38.336201,RES1,C3L,1971,1,2
2480,38.370701,38.336102,RES1,C3L,1971,1,2
2481,38.370701,38.335999,RES1,C3L,1971,1,2
2482,38.304298,38.217899,RES1,C3L,1971,1,2
2483,38.292099,38.219501,RES1,C3L,1971,1,2
2484,37.069901,37.3853,RES1,C3L,1971,1,2
2485,37.0695,37.384102,RES1,C3L,1971,1,2
2486,37.068298,37.385399,RES1,C3L,1971,1,2
2487,37.0667,37.384998,RES1,C3L,1971,1,2
2488,37.066502,37.384602,RES1,C3L,1971,1,2
2489,37.068501,37.3801,RES1,C3L,1971,1,2
2490,37.068501,37.380001,RES1,C3L,1971,1,2
2491,37.066399,37.385101,RES1,C3L,1971,1,2
2492,37.066601,37.3862,RES1,C3L,1971,1,2
2493,37.067501,37.385899,RES1,C3L,1971,1,2
2494,37.067299,37.386299,RES1,C3L,1971,1,2
2495,38.292099,38.220299,RES1,C3L,1971,1,2
2496,38.292099,38.2201,RES1,C3L,1971,1,2
2497,38.292599,38.2201,RES1,C3L,1971,1,2
2498,38.292198,38.220901,RES1,C3L,1971,1,2
2499,38.292301,38.221802,RES1,C3L,1971,1,2
2500,38.293499,38.2211,RES1,C3L,1971,1,2
2501,38.2934,38.2229,RES1,C3L,1971,1,2
2502,38.293301,38.223099,RES1,C3L,1971,1,2
2503,38.293098,38.223099,RES1,C3L,1971,1,2
2504,38.2929,38.2234,RES1,C3L,1971,1,2
2505,38.2925,38.2257,RES1,C3L,1971,1,2
2506,38.292599,38.225899,RES1,C3L,1971,1,2
2507,38.2929,38.229198,RES1,C3L,1971,1,2
2508,37.069801,37.384201,RES1,C3L,1971,1,2
2509,37.084499,37.3839,RES1,C3L,1971,1,2
2510,38.293301,38.229301,RES1,C3L,1971,1,2
2511,38.3013,38.215401,RES1,C3L,1971,1,2
2512,37.084099,37.383701,RES1,C3L,1971,1,2
2513,37.084099,37.384602,RES1,C3L,1971,1,2
2514,37.0592,37.370998,RES1,C3L,1971,1,2
2515,37.059299,37.370998,RES1,C3L,1971,1,2
2516,37.059399,37.371101,RES1,C3L,1971,1,2
2517,37.059399,37.371201,RES1,C3L,1971,1,2
2518,37.059299,37.375099,RES1,C3L,1971,1,2
2519,37.059399,37.375301,RES1,C3L,1971,1,2
2520,37.096699,37.373299,RES1,C3L,1971,1,2
2521,37.096401,37.374199,RES1,C3L,1971,1,2
2522,37.093399,37.372299,RES1,C3L,1971,1,2
2523,37.096901,37.3773,RES1,C3L,1971,1,2
2524,37.097401,37.372299,RES1,C3L,1971,1,2
2525,38.300701,38.215302,RES1,C3L,1971,1,2
2526,38.301701,38.2159,RES1,C3L,1971,1,2
2527,38.301601,38.216099,RES1,C3L,1971,1,2
2528,37.091301,37.364601,RES1,C3L,1971,1,2
2529,37.090599,37.365398,RES1,C3L,1971,1,2
2530,38.301102,38.216,RES1,C3L,1971,1,2
2531,38.300999,38.216,RES1,C3L,1971,1,2
2532,38.306702,38.2192,RES1,C3L,1971,1,2
2533,38.305599,38.220901,RES1,C3L,1971,1,2
2534,38.307201,38.222,RES1,C3L,1971,1,2
2535,38.306999,38.2225,RES1,C3L,1971,1,2
2536,38.3064,38.223,RES1,C3L,1971,1,2
2537,38.306599,38.2229,RES1,C3L,1971,1,2
2538,37.083199,37.368,RES1,C3L,1971,1,2
2539,37.082001,37.371201,RES1,C3L,1971,1,2
2540,38.306999,38.223099,RES1,C3L,1971,1,2
2541,38.307098,38.223099,RES1,C3L,1971,1,2
2542,37.0704,37.353901,RES1,C3L,1971,1,2
2543,37.084599,37.342999,RES1,C3L,1971,1,2
2544,38.305199,38.2229,RES1,C3L,1971,1,2
2545,38.306,38.223202,RES1,C3L,1971,1,2
2546,37.0457,37.397301,RES1,C3L,1971,1,2
2547,38.306301,38.223499,RES1,C3L,1971,1,2
2548,38.306499,38.2239,RES1,C3L,1971,1,2
2549,38.307201,38.2248,RES1,C3L,1971,1,2
2550,38.305801,38.224098,RES1,C3L,1971,1,2
2551,38.306499,38.227699,RES1,C3L,1971,1,2
2552,38.305401,38.2304,RES1,C3L,1971,1,2
2553,38.307098,38.2314,RES1,C3L,1971,1,2
2554,37.045399,37.3769,RES1,C3L,1971,1,2
2555,37.045601,37.374001,RES1,C3L,1971,1,2
2556,37.0457,37.376301,RES1,C3L,1971,1,2
2557,37.042099,37.388599,RES1,C3L,1971,1,2
2558,37.040001,37.393299,RES1,C3L,1971,1,2
2559,37.0401,37.392899,RES1,C3L,1971,1,2
2560,37.055698,37.383099,RES1,C3L,1971,1,2
2561,37.050499,37.384102,RES1,C3L,1971,1,2
2562,37.050201,37.3848,RES1,C3L,1971,1,2
2563,37.053299,37.383202,RES1,C3L,1971,1,2
2564,37.0569,37.382702,RES1,C3L,1971,1,2
2565,37.056999,37.383099,RES1,C3L,1971,1,2
2566,37.055901,37.383099,RES1,C3L,1971,1,2
2567,37.056499,37.3829,RES1,C3L,1971,1,2
2568,38.306999,38.231602,RES1,C3L,1971,1,2
2569,37.057899,37.393101,RES1,C3L,1971,1,2
2570,37.0513,37.409599,RES1,C3L,1971,1,2
2571,37.0499,37.4058,RES1,C3L,1971,1,2
2572,37.053101,37.436699,RES1,C3L,1971,1,2
2573,37.0564,37.391102,RES1,C3L,1971,1,2
2574,37.005402,37.397202,RES1,C3L,1971,1,2
2575,37.005402,37.397301,RES1,C3L,1971,1,2
2576,37.031399,37.371799,RES1,C3L,1971,1,2
2577,37.013599,37.3885,RES1,C3L,1971,1,2
2578,37.056999,37.383301,RES1,C3L,1971,1,2
2579,37.0075,37.381302,RES1,C3L,1971,1,2
2580,37.0112,37.383801,RES1,C3L,1971,1,2
2581,37.005299,37.382,RES1,C3L,1971,1,2
2582,37.0378,37.387001,RES1,C3L,1971,1,2
2583,37.038898,37.386501,RES1,C3L,1971,1,2
2584,37.034302,37.3783,RES1,C3L,1971,1,2
2585,37.034401,37.385899,RES1,C3L,1971,1,2
2586,37.034801,37.386299,RES1,C3L,1971,1,2
2587,37.0373,37.365799,RES1,C3L,1971,1,2
2588,37.036598,37.366199,RES1,C3L,1971,1,2
2589,37.035999,37.366402,RES1,C3L,1971,1,2
2590,38.306999,38.231701,RES1,C3L,1971,1,2
2591,38.307098,38.231899,RES1,C3L,1971,1,2
2592,38.307201,38.231998,RES1,C3L,1971,1,2
2593,37.068802,37.357498,RES1,C3L,1971,1,2
2594,37.071602,37.374699,RES1,C3L,1971,1,2
2595,37.103401,37.3797,RES3,C3M,1971,1,2
2596,37.1007,37.383202,RES1,C3L,1971,1,2
2597,37.097301,37.345402,RES1,C3L,1971,1,2
2598,37.070599,37.375401,RES1,C3L,1971,1,2
2599,37.099899,37.375401,RES1,C3L,1971,1,2
2600,37.098499,37.3727,RES1,C3L,1971,1,2
2601,37.081001,37.382401,RES1,C3L,1971,1,2
2602,37.1026,37.376202,RES1,C3L,1971,1,2
2603,37.077499,37.354301,RES1,C3L,1971,1,2
2604,37.076801,37.353401,RES1,C3L,1971,1,2
2605,37.099899,37.386002,RES3,C3M,1971,1,2
2606,37.072201,37.382099,RES1,C3L,1971,1,2
2607,37.072399,37.382801,RES1,C3L,1971,1,2
2608,37.071899,37.382801,RES1,C3L,1971,1,2
2609,37.102901,37.377201,RES1,C3L,1971,1,2
2610,37.102501,37.378101,RES1,C3L,1971,1,2
2611,37.0881,37.342098,RES1,C3L,1971,1,2
2612,37.081299,37.3848,RES1,C3L,1971,1,2
2613,37.081299,37.3839,RES1,C3L,1971,1,2
2614,37.098202,37.375599,RES1,C3L,1971,1,2
2615,37.069401,37.396198,RES1,C3L,1971,1,2
2616,37.069698,37.384998,RES1,C3L,1971,1,2
2617,37.091599,37.365898,RES1,C3L,1971,1,2
2618,37.091301,37.364799,RES1,C3L,1971,1,2
2619,37.087502,37.381302,RES1,C3L,1971,1,2
2620,37.0835,37.369202,RES1,C3L,1971,1,2
2621,37.091499,37.3694,RES1,C3L,1971,1,2
2622,37.0919,37.368301,RES1,C3L,1971,1,2
2623,37.0695,37.397301,RES1,C3L,1971,1,2
2624,37.083199,37.369202,RES1,C3L,1971,1,2
2625,37.084599,37.391399,RES1,C3L,1971,1,2
2626,37.022301,37.4566,RES1,C3L,1971,1,2
2627,37.046902,37.4203,RES1,C3L,1971,1,2
2628,37.0205,37.450802,RES1,C3L,1971,1,2
2629,37.021,37.451099,RES1,C3L,1971,1,2
2630,37.1619,38.772099,RES1,C3L,1971,1,2
2631,37.162102,38.772598,RES1,C3L,1971,1,2
2632,36.154701,36.257099,RES1,C3L,1971,1,2
2633,37.024502,37.460098,RES1,C3L,1971,1,2
2634,37.0205,37.435799,RES1,C3L,1971,1,2
2635,37.025799,37.457901,RES1,C3L,1971,1,2
2636,37.043301,37.410702,RES1,C3L,1971,1,2
2637,37.0028,37.3078,RES1,C3L,1971,1,2
2638,37.045898,37.3736,RES1,C3L,1971,1,2
2639,37.0033,37.306099,RES1,C3L,1971,1,2
2640,37.000599,37.301102,RES1,C3L,1971,1,2
2641,37.048698,37.354801,RES1,C3L,1971,1,2
2642,37.048401,37.370399,RES1,C3L,1971,1,2
2643,37.048599,37.362301,RES1,C3L,1971,1,2
2644,37.048698,37.394699,RES1,C3L,1971,1,2
2645,37.0462,37.397301,RES1,C3L,1971,1,2
2646,37.047901,37.355801,RES1,C3L,1971,1,2
2647,37.048698,37.373001,RES1,C3L,1971,1,2
2648,37.048599,37.372601,RES1,C3L,1971,1,2
2649,36.1548,36.256901,RES1,C3L,1971,1,2
2650,36.154701,36.256599,RES1,C3L,1971,1,2
2651,36.154701,36.256699,RES1,C3L,1971,1,2
2652,37.047199,37.382401,RES1,C3L,1971,1,2
2653,37.048199,37.370701,RES1,C3L,1971,1,2
2654,37.046398,37.3731,RES1,C3L,1971,1,2
2655,37.048698,37.370899,RES1,C3L,1971,1,2
2656,37.0457,37.375599,RES1,C3L,1971,1,2
2657,37.048901,37.370602,RES1,C3L,1971,1,2
2658,37.048901,37.371201,RES1,C3L,1971,1,2
2659,37.0415,37.354,RES1,C3L,1971,1,2
2660,37.041,37.3573,RES1,C3L,1971,1,2
2661,37.041801,37.357399,RES1,C3L,1971,1,2
2662,37.0415,37.358601,RES1,C3L,1971,1,2
2663,37.0411,37.358299,RES1,C3L,1971,1,2
2664,37.038399,37.3554,RES1,C3L,1971,1,2
2665,37.0453,37.3773,RES1,C3L,1971,1,2
2666,37.039001,37.3801,RES1,C3L,1971,1,2
2667,37.0443,37.378101,RES1,C3L,1971,1,2
2668,37.044201,37.3769,RES1,C3L,1971,1,2
2669,37.044201,37.395901,RES1,C3L,1971,1,2
2670,37.032902,37.331799,RES1,C3L,1971,1,2
2671,37.028099,37.319801,RES1,C3L,1971,1,2
2672,37.028099,37.323299,RES1,C3L,1971,1,2
2673,36.154999,36.256302,RES1,C3L,1971,1,2
2674,38.307098,38.232201,RES1,C3L,1971,1,2
2675,38.306599,38.232201,RES1,C3L,1971,1,2
2676,37.069199,36.270599,RES1,C3L,1971,1,2
2677,37.069199,36.2705,RES1,C3L,1971,1,2
2678,37.069302,36.27,RES1,C3L,1971,1,2
2679,37.068802,36.2705,RES1,C3L,1971,1,2
2680,37.068802,36.2701,RES1,C3L,1971,1,2
2681,37.0686,36.271,RES1,C3L,1971,1,2
2682,37.068699,36.271099,RES1,C3L,1971,1,2
2683,37.068901,36.271,RES1,C3L,1971,1,2
2684,37.069,36.270802,RES1,C3L,1971,1,2
2685,37.068901,36.270699,RES1,C3L,1971,1,2
2686,37.069,36.270599,RES1,C3L,1971,1,2
2687,37.069,36.2705,RES1,C3L,1971,1,2
2688,37.069,36.270199,RES1,C3L,1971,1,2
2689,37.069,36.2696,RES1,C3L,1971,1,2
2690,37.068901,36.269798,RES1,C3L,1971,1,2
2691,37.069,36.269299,RES1,C3L,1971,1,2
2692,37.069,36.269501,RES1,C3L,1971,1,2
2693,37.068802,36.2696,RES1,C3L,1971,1,2
2694,37.068802,36.269798,RES1,C3L,1971,1,2
2695,37.069099,36.268002,RES1,C3L,1971,1,2
2696,37.069,36.267799,RES1,C3L,1971,1,2
2697,37.069099,36.267502,RES1,C3L,1971,1,2
2698,37.068901,36.267601,RES1,C3L,1971,1,2
2699,37.069,36.2672,RES1,C3L,1971,1,2
2700,37.069099,36.266899,RES1,C3L,1971,1,2
2701,37.069099,36.266701,RES1,C3L,1971,1,2
2702,37.069199,36.2663,RES1,C3L,1971,1,2
2703,37.068901,36.266701,RES1,C3L,1971,1,2
2704,37.069,36.2668,RES1,C3L,1971,1,2
2705,37.068901,36.266602,RES1,C3L,1971,1,2
2706,37.069,36.2663,RES1,C3L,1971,1,2
2707,37.069302,36.2659,RES1,C3L,1971,1,2
2708,37.069302,36.265999,RES1,C3L,1971,1,2
2709,37.069302,36.265999,RES1,C3L,1971,1,2
2710,37.069302,36.266102,RES1,C3L,1971,1,2
2711,37.069099,36.266102,RES1,C3L,1971,1,2
2712,37.0695,36.266399,RES1,C3L,1971,1,2
2713,37.0695,36.266602,RES1,C3L,1971,1,2
2714,37.0695,36.2668,RES1,C3L,1971,1,2
2715,37.069401,36.266701,RES1,C3L,1971,1,2
2716,37.069302,36.2668,RES1,C3L,1971,1,2
2717,37.069302,36.266602,RES1,C3L,1971,1,2
2718,37.068901,36.265999,RES1,C3L,1971,1,2
2719,37.068901,36.266201,RES1,C3L,1971,1,2
2720,37.068699,36.266899,RES1,C3L,1971,1,2
2721,37.068802,36.266998,RES1,C3L,1971,1,2
2722,37.068501,36.2672,RES1,C3L,1971,1,2
2723,37.0686,36.267502,RES1,C3L,1971,1,2
2724,37.068501,36.267502,RES1,C3L,1971,1,2
2725,37.068802,36.2673,RES1,C3L,1971,1,2
2726,37.068901,36.2673,RES1,C3L,1971,1,2
2727,37.068901,36.267502,RES1,C3L,1971,1,2
2728,37.068802,36.2672,RES1,C3L,1971,1,2
2729,37.068802,36.267502,RES1,C3L,1971,1,2
2730,37.068699,36.267399,RES1,C3L,1971,1,2
2731,37.07,36.267899,RES1,C3L,1971,1,2
2732,37.07,36.267899,RES1,C3L,1971,1,2
2733,37.07,36.268501,RES1,C3L,1971,1,2
2734,37.07,36.268501,RES1,C3L,1971,1,2
2735,37.07,36.268299,RES1,C3L,1971,1,2
2736,37.07,36.268101,RES1,C3L,1971,1,2
2737,37.070202,36.268299,RES1,C3L,1971,1,2
2738,37.0704,36.2682,RES1,C3L,1971,1,2
2739,37.0704,36.268299,RES1,C3L,1971,1,2
2740,37.070599,36.268398,RES1,C3L,1971,1,2
2741,37.070499,36.268501,RES1,C3L,1971,1,2
2742,37.070499,36.2687,RES1,C3L,1971,1,2
2743,37.070599,36.269001,RES1,C3L,1971,1,2
2744,37.070599,36.268902,RES1,C3L,1971,1,2
2745,37.070499,36.2691,RES1,C3L,1971,1,2
2746,37.070301,36.269199,RES1,C3L,1971,1,2
2747,37.070301,36.268902,RES1,C3L,1971,1,2
2748,37.07,36.269001,RES1,C3L,1971,1,2
2749,37.07,36.268799,RES1,C3L,1971,1,2
2750,37.070099,36.269402,RES1,C3L,1971,1,2
2751,37.070099,36.269299,RES1,C3L,1971,1,2
2752,37.070099,36.269199,RES1,C3L,1971,1,2
2753,37.07,36.269501,RES1,C3L,1971,1,2
2754,37.0695,36.267899,RES1,C3L,1971,1,2
2755,37.069401,36.268002,RES1,C3L,1971,1,2
2756,37.069302,36.2682,RES1,C3L,1971,1,2
2757,37.069401,36.2682,RES1,C3L,1971,1,2
2758,37.069698,36.268902,RES1,C3L,1971,1,2
2759,37.069801,36.269001,RES1,C3L,1971,1,2
2760,37.069901,36.268799,RES1,C3L,1971,1,2
2761,37.069801,36.2682,RES1,C3L,1971,1,2
2762,37.069801,36.268398,RES1,C3L,1971,1,2
2763,37.069698,36.268002,RES1,C3L,1971,1,2
2764,37.069698,36.267899,RES1,C3L,1971,1,2
2765,37.069698,36.267899,RES1,C3L,1971,1,2
2766,37.069698,36.268299,RES1,C3L,1971,1,2
2767,37.068699,36.2668,RES1,C3L,1971,1,2
2768,37.0686,36.266998,RES1,C3L,1971,1,2
2769,37.089199,37.3358,RES1,C3L,1971,1,2
2770,37.092701,37.337799,RES1,C3L,1971,1,2
2771,37.068501,36.266998,RES1,C3L,1971,1,2
2772,37.0686,36.266899,RES1,C3L,1971,1,2
2773,37.068501,36.266998,RES1,C3L,1971,1,2
2774,37.068401,36.266998,RES1,C3L,1971,1,2
2775,37.0686,36.2668,RES1,C3L,1971,1,2
2776,37.0686,36.266701,RES1,C3L,1971,1,2
2777,37.068501,36.266499,RES1,C3L,1971,1,2
2778,37.0686,36.266399,RES1,C3L,1971,1,2
2779,37.068699,36.266399,RES1,C3L,1971,1,2
2780,37.0686,36.266499,RES1,C3L,1971,1,2
2781,37.068699,36.266499,RES1,C3L,1971,1,2
2782,37.068802,36.266499,RES1,C3L,1971,1,2
2783,37.069099,36.266399,RES1,C3L,1971,1,2
2784,37.069,36.266602,RES1,C3L,1971,1,2
2785,37.068699,36.265999,RES1,C3L,1971,1,2
2786,37.068699,36.2659,RES1,C3L,1971,1,2
2787,37.068501,36.2659,RES1,C3L,1971,1,2
2788,37.068699,36.266201,RES1,C3L,1971,1,2
2789,37.068401,36.266102,RES1,C3L,1971,1,2
2790,37.103699,38.814701,RES1,C3L,1971,1,2
2791,37.1036,38.814499,RES1,C3L,1971,1,2
2792,37.103699,38.813599,RES1,C3L,1971,1,2
2793,37.104,38.814098,RES1,C3L,1971,1,2
2794,37.104198,38.814201,RES1,C3L,1971,1,2
2795,37.104301,38.814098,RES1,C3L,1971,1,2
2796,36.569801,36.146801,RES1,C3L,1971,1,2
2797,36.569801,36.148201,RES1,C3L,1971,1,2
2798,36.569599,36.148602,RES1,C3L,1971,1,2
2799,36.5695,36.148499,RES1,C3L,1971,1,2
2800,36.569401,36.148399,RES1,C3L,1971,1,2
2801,36.569401,36.1483,RES1,C3L,1971,1,2
2802,36.569302,36.148201,RES1,C3L,1971,1,2
2803,36.569302,36.147999,RES1,C3L,1971,1,2
2804,36.569801,36.149399,RES1,C3L,1971,1,2
2805,36.569698,36.1493,RES1,C3L,1971,1,2
2806,36.569599,36.149101,RES1,C3L,1971,1,2
2807,36.569801,36.148701,RES1,C3L,1971,1,2
2808,36.57,36.148899,RES1,C3L,1971,1,2
2809,36.569302,36.1488,RES1,C3L,1971,1,2
2810,36.569099,36.148399,RES1,C3L,1971,1,2
2811,36.569199,36.148102,RES1,C3L,1971,1,2
2812,36.569801,36.1488,RES1,C3L,1971,1,2
2813,36.568501,36.149399,RES1,C3L,1971,1,2
2814,36.568298,36.149101,RES1,C3L,1971,1,2
2815,36.568501,36.149799,RES1,C3L,1971,1,2
2816,36.568401,36.1497,RES1,C3L,1971,1,2
2817,36.568298,36.149601,RES1,C3L,1971,1,2
